name,meaning
시건장치,"이런 뜻이에요 문 등을 잠그는 장치.
이렇게 쓰여요 🤗 여기에 자전거를 세워 두고 가자.
😁 응! 시건장치 잘 잠궜지?"
불매 운동,"이런 뜻이에요 일부러 어떤 물건을 사지 않는 것.

주로 어떤 기업이 잘못된 행동을 했을 때, 그 기업의 물건을 일부러 사지 않으며 기업의 행동에 반대한다는 의견을 표현하는 거예요.

혼자서 하기보다는 여럿이서 함께 할 때가 많아요.
이렇게 쓰여요 🤔 사려던 옷이 있었는데 그 브랜드에 대한 안 좋은 기사가 많아서 고민이 돼.
😮 맞아. 요새 주변 사람들도 그 브랜드 불매 운동을 하더라고."
4대 보험,"이런 뜻이에요 우리나라에서 일하는 국민을 위해 만든 4개의 사회 보험.

우리나라에서 직장을 다니는 사람이라면 대부분이 가입해야 하는 보험이에요. 보험에 가입하면 일하다가 문제가 생겼을 때 나라의 도움을 받을 수 있어요.

4대 보험은 각각 이런 문제가 생겼을 때 도움이 돼요.

국민연금 : 돈을 벌기 어려워졌을 때
건강보험 : 일상생활을 하다가 다쳤거나 병에 걸렸을 때
고용보험 : 일자리를 잃었을 때
산재보험 : 일하다가 다쳤거나 병에 걸렸을 때
이렇게 쓰여요 😆 나 이번에 취업했어!
🥳 축하해! 4대 보험에 가입하는 곳인지도 꼭 알아봐!"
식재,"이런 뜻이에요 식물을 땅에 심고 키우는 것.
이렇게 쓰여요 🤔 도로 주변에는 왜 은행나무가 많을까?
😁 은행나무가 튼튼하대. 한번 식재하면 시들지 않고 오래 잘 산다고 하더라."
수목,"이런 뜻이에요 살아 있는 나무.
이렇게 쓰여요 😥 우리 동네에 나무들이 많이 사라져서 아쉬워.
🤔 수목원에 가보는 건 어때? 예쁘고 신기한 나무들이 많이 모여 있는 곳이래."
횡적,"이런 뜻이에요 물건을 가로로 눕혀서 쌓는 것.

주로 크고 무거운 물건을 옮길 때 쓰는 말이에요.
이렇게 쓰여요 😮 이 상자에 '횡적 금지'라고 적혀 있네.
😁 상자를 눕히지 말고 세워 둬야겠다!"
하도급,"이런 뜻이에요 어떤 사람이나 회사가 자신이 맡은 일을 직접 하지 않고 전부 또는 일부를 다른 사람이나 회사에 다시 맡기는 것.

예를 들어, A 회사는 B 회사에게 한 건물을 지어달라고 했을 때, B 회사는 건물 짓는 데 필요한 일을 C 회사에 요청할 수 있어요. 지붕 공사, 창문 설치, 전기 설치 등 작업별로 일을 나누어 맡길 수도 있고, 모든 일을 한꺼번에 맡길 수도 있어요.
이렇게 쓰여요 (🏢 회사에서)
🤔 사장님, 새로 짓는 건물에 전기를 설치하는 일은 다른 회사에 하도급을 주려고 합니다.
🤗 그래요. 전기 설치를 잘하는 회사를 찾아봅시다."
전지,"이런 뜻이에요 식물의 가지를 자르고 다듬는 것.

주로 가지치기라고 해요.

전지를 하면 식물이 더욱 잘 자라는 데 도움이 돼요. 식물의 모양도 보기 좋아져요.
이렇게 쓰여요 (🌳 공원에서)
🤔 소나무에 전지를 하고 있네!
🤗 가지가 많이 자랐나 보다. 저번처럼 소나무를 둥근 모양으로 자르려나?"
발파,"이런 뜻이에요 크고 단단한 것을 부수는 것.

주로 폭탄 등으로 크고 단단한 것을 폭발시켜서 부셔요.
이렇게 쓰여요 (🔊 쿵! 쿵!)
😮 방금 들었어? 뭔가 쿵! 하고 무너지는 소리가 났는데? 지진인가?
🤔 동네에 새 건물을 짓는다고 하던데, 그것 때문에 오래된 건물을 발파하는 소리 같아."
조성,"이런 뜻이에요 무언가를 만드는 것.

공원이나 숲처럼 모양이 있는 것을 만들 때도 쓰고, '무서운 분위기'나 '일하기 좋은 환경'처럼 모양이 없는 것을 만들 때도 사용하는 말이에요.
이렇게 쓰여요 😁 동네에 공사 중인 곳 봤어? 공원을 만들려고 하나 봐.
😆 맞아! 나무도 많이 심어서 예쁜 산책길도 조성할 거래!"
이스터 에그,"이런 뜻이에요 찾는 사람에게 재미를 주기 위해 일부러 만들어 숨겨 놓은 것.

주로 컴퓨터 프로그램 속에 숨겨져 있어요. 정해진 조건을 맞춰야 이스터 에그가 나타나요.
이렇게 쓰여요 😆 그거 알아? 이 앱에 자신의 휴대폰 번호를 입력하면, 멋진 문장이 나온대!
😁 우와! 앱을 만든 사람이 이스터 에그를 숨겨두었구나!"
초전도체,"이런 뜻이에요 어떤 온도가 되면, 아무런 방해 없이 전기가 이동할 수 있는 물질.

전기는 전기가 통하는 물질을 따라 이동해요.
전기가 이동할 때는 여러 가지 방해가 생겨서 전기가 조금씩 줄어들게 돼요.

초전도체라는 물질에서는 어떤 온도만 정해 놓으면, 전기가 이동할 때 아무런 방해가 생기지 않아요.
그래서 전기가 전혀 줄어들지 않고 이동할 수 있어요.

초전도체의 종류에 따라 전기가 줄어들지 않는 온도는 달라요.
이렇게 쓰여요 🤔 배터리를 초전도체로 만들면 어떻게 될까?
😮 배터리를 통해서 전기가 이동할 때 전기가 줄어들지 않겠다. 그러면 이전보다 전기를 더 많이 쓸 수 있어서 더 빨리 충전되지 않을까?"
부조리,"이런 뜻이에요 올바르지 않은 일.

규칙이나 법을 지키지 않거나 누군가를 괴롭히는 등 잘못된 일이나 행동을 뜻해요.
이렇게 쓰여요 🤔 그 사람 회사 돈을 맘대로 사용한 게 걸려서 감옥에 갔대.
😑 부조리한 행동을 자주 하더니 결국 그렇게 됐군."
순살아파트,"이런 뜻이에요 공사를 제대로 하지 않아 안전하지 않은 아파트.

'순살'은 뼈나 껍질 등이 섞이지 않은 고기를 뜻해요.
순살 아파트는 아파트를 짓는 데 필요한 재료를 제대로 넣지 않아 위험한 아파트예요. 뼈나 껍질이 없는 것처럼 재료가 없다는 거죠.
이렇게 쓰여요 😨 옆 단지 아파트에서 지하 주차장이 무너져 내렸대!
😡 새로 지은 아파트 아니야? 순살 아파트 였나 보다!"
E/S,"이런 뜻이에요 에스컬레이터.

영어 단어 'Escalator'를 줄여 부르는 말이에요.
앞의 두 글자인 'E', 'S'만 사용해서 줄인 거예요.
이렇게 쓰여요 (🚇 지하철역에서)
😮 1번 출구 쪽 E/S가 고장났다고 되어 있네.
😀 바로 뒤 2번 출구 쪽에 있는 계단을 이용하자!"
녹음,"이런 뜻이에요 푸른 잎을 가진 나무나 풀이 가득한 곳.

푸른 잎이 많이 달린 나무의 그늘도 '녹음'이라고 불러요.
이렇게 쓰여요 (🌳 공원을 산책하면서)
🤗 여름은 정말 녹음의 계절이다!
😲 그러게! 마음까지 푸릇푸릇해 지는 기분이야."
녹화,"이런 뜻이에요 식물이 많아지도록 식물을 심는 것.

산이나 들에 식물을 많이 심어 푸르게 만든다는 뜻이에요.
이렇게 쓰여요 (🌳 공원을 산책하면서)
😲 이 공원은 녹화 공사 중인가 봐! 공사 중이라고 안내판도 세워 놨네.
🥳 예쁜 꽃을 많이 심어 주면 좋겠다! 공사 끝나고 구경하러 와 보자~"
키링,"이런 뜻이에요 여러 개의 열쇠를 한 번에 가지고 다닐 수 있도록
열쇠를 끼워 두는 고리.
이렇게 쓰여요 😆 키링 되게 예쁘다! 여기 달려있는 열쇠들은 어떤 열쇠들이야?
😉 고마워~ 내가 자주 사용하는 집 열쇠랑 학교 사물함 열쇠야!"
우기,"이런 뜻이에요 1년 중 비가 많이 내리는 때.
이렇게 쓰여요 🤔 곧 우기가 올 거래. 집에 비가 새는 곳은 없는지 미리 살펴봐야 겠어.
😤 그러자. 이번 우기는 굉장히 길 거래."
혼잡 개소,"이런 뜻이에요 사람이 많이 지나다녀 복잡한 곳.

주로 지하철역에서 볼 수 있는 단어예요.
이렇게 쓰여요 (🚇 지하철역 계단에서)
🤔 이 역에는 늘 사람이 많은 것 같아!
😣 혼잡 개소여서 그래. 사람들이랑 부딪혀서 넘어질 수도 있으니 조심하자!"
자숙,"이런 뜻이에요 쪄서 익힌 것.
이렇게 쓰여요 😉 우리 저녁에 파스타 만들어 먹을까?
😄 그래! 파스타에 넣어 먹을 자숙 새우도 사가자!"
제수용,"이런 뜻이에요 제사를 지낼 때 사용하는 물건이나 음식.

제사에 사용하는 물건이나 음식 앞에 붙여서 '제수용 OO'이라고 써요.
이렇게 쓰여요 😆 엄마! 회사에서 명절 선물로 과일 세트를 받아왔어요!
맛있어 보이죠?
😉 그러네! 크고 맛있어 보인다~ 제수용으로 딱 좋겠는데?"
마약,"이런 뜻이에요 사람의 정신에 영향을 주고 중독이 되는 약물.

마약에는 여러 종류가 있어요. 마약은 먹거나 주사해서 사용할 수 있는데, 몸과 정신에 큰 영향을 줘요. 한번 사용하면 자꾸 생각나서 끊기도 어렵지요. 우리나라와 세계 여러 나라에서는 마약을 위험한 약물로 정하고, 사용하는 걸 법으로 금지하고 있어요.

하지만 병원에서는 필요할 때 아주 조금씩 사용할 수도 있어요. 마약은 환자의 아픔을 줄여 주기도 하기 때문이에요.
이렇게 쓰여요 😮 공항에서 어떤 사람이 몰래 마약을 가지고 들어오다가 경찰에 잡혔대.
😤 맞아. 요새는 꽁꽁 숨겨도 기계를 이용해서 마약을 다 찾아낸다더라고."
상호 대차,"이런 뜻이에요 도서관 이용자가 책, 자료를 빌릴 수 있도록 도서관끼리 책, 자료를 서로 주고받는 것.

이용자가 가까운 A 도서관에서 책을 빌리고 싶은데 그 책이 A 도서관에 없으면 어떻게 해야 할까요? 다른 도서관이 A 도서관으로 책을 보내 주면, 이용자가 A 도서관에서 그 책을 빌릴 수 있어요. 이것을 ‘상호 대차'라고 해요.

원래 다른 도서관 책이지만 이용자가 빌려서 읽을 수 있도록 잠시 A 도서관으로 가져오는 것이지요.

하지만 자료를 주고받기로 약속한 도서관끼리만 상호 대차를 할 수 있어요.
이렇게 쓰여요 (📚도서관에서)
😥 읽고 싶은 책이 있는데, 이미 누가 빌려갔어.
😉 그러면 다른 도서관에 상호 대차를 신청해 보자!"
심미 치료,"이런 뜻이에요 외모를 더 보기 좋게 하기 위해 받는 치료. 
이렇게 쓰여요 😥 요새 잠을 잘 못 잤더니 피부가 거칠어진 것 같아.
🤔 피부과에 가보면 어때? 피부를 부드럽게 만들어주는 심미 치료도 있대."
정찰제,"이런 뜻이에요 물건, 서비스를 정해진 가격대로 팔도록 만든 제도.

가게에 따라 가격을 다르게 하지 않고, 정해진 가격대로만 물건이나 서비스를 팔도록 하는 거예요.
이렇게 쓰여요 😮 예전에는 A 마트가 다른 마트보다 아이스크림이 쌌는데, 요새는 다른 마트랑 가격이 똑같아.
🤔 아마 아이스크림 가격 정찰제 때문일 거야."
부기,"이런 뜻이에요 원래 내용에 새로운 내용을 추가하여 적은 것.

예를 들어, 지하철역이나 기차역 이름 옆에 괄호로 덧붙인 이름을 '역명 부기'라고 해요.
이렇게 쓰여요 🤔 송파구청에서 가장 가까운 역이 어디더라?
😄 아마 잠실역일걸? 잠실역이랑 가까워서 잠실역의 역명 부기가 '송파구청'이었던 것 같아!"
전도,"이런 뜻이에요 사람, 물건 등이 넘어지는 것.

주로 턱에 걸리거나 주위가 흔들려서 넘어져요.
이렇게 쓰여요 😮 어제 역앞에서 한 자동차가 전도됐대.
😞 나도 그 기사 봤어. 자동차가 옆으로 넘어졌다던데 다행히 다친 사람은 없다고 하더라."
집하,"이런 뜻이에요 여러 지역에 있는 물건을 한곳으로 모으는 것.
이렇게 쓰여요 🤔 내가 받아야 할 택배가 '집하 중'이래. 언제 도착하려나...
😄 집하 중이면 상품이 택배 회사에 도착해 있다는 거네! 택배 회사에서 출발할 때까지 아직 조금 더 기다려야겠다."
소수 정예,"이런 뜻이에요 정해진 기준에 맞는 적은 수의 사람들.
이렇게 쓰여요 😁 다음 달에 직장인을 위한 영어 수업반이 열린대! 나도 수업 들어 볼까 봐.
😉 소수 정예로 모집한다니까 마감되기 전에 서둘러!"
카타르시스,"이런 뜻이에요 마음속에 있던 안 좋은 감정이 없어지면서 마음이 안정되는 것.

주로 우울, 불안, 긴장 등 안 좋은 감정을 말이나 행동으로 표현할 때 카타르시스를 느껴요. 자신이 가진 감정을 밖으로 내보내면서 마음이 가벼워지는 것이지요.
이렇게 쓰여요 🥺 이번에 읽은 소설이 너무 슬프고 감동적이었어.
😮 어떤 소설이야? 나도 소설을 읽고 카타르시스를 느껴 보고 싶어!"
커리큘럼,"이런 뜻이에요 수업 내용 전체를 계획한 것.

주로 정해진 기간, 목표에 따라 수업 내용을 정해요.
이렇게 쓰여요 😁 벌써 새 학기네. 올해는 어떤 내용을 배우게 될까?
😉 이번 학기 커리큘럼을 확인해 봐!"
노가다,"이런 뜻이에요 몸을 많이 움직여서 하는 일.

주로 공사장에서 하는 일을 뜻해요.

여러 번 반복해서 하는 일을 뜻하기도 해요.
이렇게 쓰여요 (🎮게임을 하며)
😆 집 너무 예쁘다! 어떻게 꾸몄어?
😉 열심히 노가다로 잡초 뽑고 나무 베고 돌 캐면서 꾸몄어."
하역,"이런 뜻이에요 짐을 싣고 내리는 일.
이렇게 쓰여요 😅 이 많은 물건을 언제 다 하역하지?
😉 기계를 이용하니까 빨리 끝날 거야!"
쇄정,"이런 뜻이에요 무언가를 열리지 않도록 잠그는 것.

주로 자물쇠를 이용해 문이 열리지 않도록 잠글 때 사용하는 말이에요.
이렇게 쓰여요 🤔 사용한 사물함은 잘 쇄정하고 나왔어?
🤗 응! 사물함이 잠겼는지 2번이나 확인했어~"
덕담,"이런 뜻이에요
상대방이 잘되기를 바라며 나누는 말.

주로 새해, 명절에 나누는 말이에요.
이렇게 쓰여요
😉 설날에 할머니께서 ‘올해도 건강하고 행복하게 잘 보내라’는 문자를 보내주셨어.
😮 명절이라고 덕담을 보내주셨구나. 마음이 따뜻해진다~"
설빔,"이런 뜻이에요 설날에 입거나 신는 새 옷, 신발.
이렇게 쓰여요
😮 처음 보는 옷이네? 예쁘다. 새로 샀어?
🤗 설날 기념으로 설빔을 준비해 봤어! 새해니까 새로운 옷을 입고 한 해를 시작하려고~"
일력,"이런 뜻이에요
1월 1일부터 12월 31일까지, 한 해의 날짜가 1장에 1개씩 적혀있는 물건.

일력은 달력과 비슷한 물건이에요. 달력은 1장에 1달 동안의 날짜가 다 적혀있지만, 일력에는 1장에 하루의 날짜만 적혀있어요.

그래서 주로 달력은 12장(1년 12달), 일력은 365장(1년 365일)이에요.
이렇게 쓰여요
🤔 조금 있으면 새해인데, 달력 샀어?
🤗 이번에는 일력으로 사봤어. 매일 아침 일력을 뜯으면서 하루를 힘차게 시작해 보려고!"
음란,"이런 뜻이에요
성과 관련된 것을 잘못된 방법으로 나쁘게 다루는 것.

성을 다룰 때에도 지켜야 할 것들이 있어요. 성에 대한 규칙과 도덕을 지키지 않는 것을 음란이라고 해요.

성을 함부로 다루거나 다른 사람의 기분을 나쁘게 만드는 책, 사진, 영상 등을 ‘음란물’이라고 불러요.
이렇게 쓰여요
😱 으악! 모르는 사람이 인스타그램 메시지로 속옷만 입고 있는 사진을 보냈어!
😠 뭐? 당장 음란물이라고 신고해!"
슈톨렌,"이런 뜻이에요
긴 덩어리 모양으로 생긴 독일 전통 빵.

독일에서 처음 만든 빵으로, 주로 크리스마스를 기념해 먹어요.

견과류, 말린 과일 등을 넣어 만들며, 빵 겉면에는 설탕 가루가 잔뜩 뿌려져 있어서 빵 위로 눈이 내린 것처럼 보여요.

슈톨렌은 독일어 단어로, Stollen 이라고 써요.


*이미지 출처 : 중앙일보
이렇게 쓰여요
🤔 이번 크리스마스에는 어떤 케이크를 사볼까?
🤗 슈톨렌 어때? 요즘은 슈톨렌이 유행이래!"
X-mas,"이런 뜻이에요
크리스마스(12월 25일).

X-mas는 크리스마스의 또 다른 표현이에요. X-mas를 그대로 읽으면 ‘엑스마스’지만, 주로 크리스마스라고 읽어요.

X-mas에서 'X'는 '예수*', 'mas'는 '축하하는 날'이라는 뜻이에요. 크리스마스는 예수가 태어난 날로, 예수가 태어난 것을 축하하는 날이에요.

*예수 : ‘기독교’라는 종교를 만든 사람.
이렇게 쓰여요
X-mas 기념 할인
X-mas 선물
X-mas 파티"
특선 영화,"이런 뜻이에요
설날, 크리스마스 등 명절이나 기념일에 맞추어 특별히 고른 영화.

주로 명절이나 기념일에 잘 어울리는 내용의 영화를 골라서 보여줘요.

예를 들어, 크리스마스 특선 영화는 크리스마스와 어울리는 내용이 담긴 영화를 골라서 보여주는 것이에요.
이렇게 쓰여요
🧐 이번 크리스마스에 뭐 할 거야?
🤗 집에서 크리스마스 특선 영화 보려고! 내가 좋아하는 배우가 나오는 영화도 있더라고."
횡령,"이런 뜻이에요
다른 사람의 돈이나 물건을 몰래 훔쳐서 사용하는 것.

주로 자신이 다니는 회사의 돈을 훔쳤을 때 ‘횡령’을 했다고 해요.
이렇게 쓰여요
🧐 ○○ 기업 직원이 횡령을 했다던데 소식 들었어?
😠 회사 통장에서 1억을 몰래 훔쳤다며? 통장을 관리하던 직원이어서 횡령했다는 걸 아무도 몰랐대!"
저감,"이런 뜻이에요 무언가를 줄이는 것.
이렇게 쓰여요
😤 오늘 미세먼지가 많다고 해서, 자동차 대신 지하철을 탔어.
🤩 미세먼지를 저감하기 위해 노력했구나!"
뒷광고,"이런 뜻이에요
제품을 만든 회사에게 돈을 받고 제품을 광고하면서 광고가 아닌 척하는 것.

뒤에서 몰래 돈을 받고 광고를 한다고 해서 ‘뒷광고’라고 해요.

예를 들어, 어떤 제품을 사용해 보니 좋은 제품이라고 자신의 SNS(에스엔에스)에서 이야기하는 거예요. 하지만 사실은 제품을 만든 회사에게 돈을 받고 광고를 하는 거죠.
이렇게 쓰여요
🧐 그 뉴스 봤어? 내가 좋아하는 유튜버가 직접 사서 썼다는 화장품이 알고 보니 뒷광고였대.
😣 뒷광고라니, 사람들에게 거짓말을 했네!"
징수,"이런 뜻이에요
나라, 단체 등이 정해진 규칙에 따라 사람들에게서 돈이나 물건을 걷어가는 것.

주로 세금, 벌금, 수수료 등이 있어요.
이렇게 쓰여요
🤔 자전거를 아무 곳에나 세워두면 벌금을 징수한다고 하네.
🤗 아하, 자전거를 정해진 곳에 잘 세워둬야겠다!"
워크숍,"이런 뜻이에요
여러 사람이 같은 문제를 두고 서로의 생각을 나누는 모임.

주로 회사, 학교, 마을 등 여러 사람이 모인 곳에서 열려요.
이렇게 쓰여요 🤔 우리 아파트에 쓰레기 분리수거가 잘 안 되고 있는 것 같아.
🤗 아파트에 사는 사람들끼리 모여서 워크숍을 한번 해보면 어떨까?"
소진,"이런 뜻이에요 물건, 힘 등이 점점 줄어들어 다 없어지는 것.
이렇게 쓰여요
😀 주민센터에서 내년 달력을 나눠준대. 내일 받으러 같이 갈래?
😥 나도 그 얘기 들었어. 근데 벌써 달력이 소진됐대. 사람들이 다 받아 갔나 봐."
견인,"이런 뜻이에요
끌어서 당기는 것.

주로 자동차를 끌어서 옮길 때 많이 사용하는 말이에요.

혼자 움직일 수 없는 크고 무거운 것을 옮길 때도 사용해요.
이렇게 쓰여요
😦 저 자동차 좀 봐! 왜 도로 가운데 멈춰 있지?
😥 차가 고장 났나 봐. 빨리 견인해야겠다."
적재,"이런 뜻이에요
물건을 배, 자동차 등 교통수단에 싣는 것.

물건을 어딘가에 쌓아두는 것을 말하기도 해요.
이렇게 쓰여요 😮 옆집에서 자꾸 계단 앞에 자전거를 세워두네.
🤔 여기는 물건을 적재하면 안 되는 곳인데, 한번 말씀드려 봐야겠다!"
재테크,"이런 뜻이에요 가지고 있는 재산을 잘 관리해 돈을 버는 일.

돈을 은행에 저금하면 이자가 쌓여서 돈을 벌 수 있어요. 땅, 집을 사면 그 지역이 발전했을 때 땅, 집의 가격이 올라서 돈을 벌 수 있어요.
이렇게 쓰여요 20대 사회 초년생을 위한 재테크 노하우"
취사,"이런 뜻이에요 불, 전기 등을 이용해 음식을 만드는 일.
이렇게 쓰여요
😀 우리 주말에 바닷가로 캠핑 갈까? 취사는 안 되는 곳이야.
🤗 좋아. 그러면 미리 음식을 사서 갈까? 아니면 데우지 않아도 되는 간편한 요리를 해보자!"
경작,"이런 뜻이에요 땅을 고르게 갈아엎어서 농사를 짓는 일.
이렇게 쓰여요 🤔 이제 저 땅에서 경작을 시작한다고 하더라!
🤗 오랫동안 빈 땅이었는데 드디어 땅 주인이 생겼나보다."
출차,"이런 뜻이에요 자동차가 주차장 밖으로 나오는 것.
이렇게 쓰여요
🤔 앗, 저 주차장 입구에서 나는 시끄러운 소리는 뭐지?
🤗 지나가는 사람이 자동차를 피할 수 있도록 출차를 알리는 소리야!"
프로그래밍,"이런 뜻이에요
컴퓨터를 사람이 원하는 대로 움직이도록 만드는 일.

컴퓨터를 움직이려면 컴퓨터가 이해할 수 있는 언어(말)를 사용해야 해요.

프로그래밍을 하면 컴퓨터와 연결된 전자 제품을 사람이 원하는 대로 움직이게 할 수 있어요.
이렇게 쓰여요
🤔 지도 앱에서 맛집 추천도 해 주는 것 알고 있었어?
🤗 응. 요즘은 앱 하나로 여러 가지 서비스를 편하게 누릴 수 있도록 프로그래밍이 잘 되어 있는 것 같아."
정차,"이런 뜻이에요
자동차를 잠시 멈춤.

기차, 지하철 등 대중교통을 잠시 멈출 때도 사용할 수 있어요.

멈추다, 정지하다를 뜻하는 ‘정停’과 바퀴 달린 차를 뜻하는 ‘차車’를 합쳐서 만든 말이에요.
이렇게 쓰여요
(🚗자동차 안에서)
🤔 멀미 때문에 갑자기 속이 안 좋아졌어! 잠시 쉬었다 갈 수 있을까?
🤗 앗, 얼른 정차할 곳을 찾아봐야겠다!"
상수도,"이런 뜻이에요
생활에 필요한 물을 관리하는 시설.

마시는 물, 음식이나 물건 등을 만들 때 필요한 물, 불을 끌 때 필요한 물 등을 관리하는 시설이에요.

상수도 시설에서는 바다나 하천 등에서 가져온 물을 깨끗한 물로 만들어요. 상수도 시설부터 우리가 생활하는 공간까지 이어진 긴 관으로 그 물을 보내줘요.
이렇게 쓰여요
😫 오늘 아침에 씻는데 갑자기 물이 안 나왔어.
😣 난 저번에 머리 감는데 갑자기 물이 끊긴 거 있지? 상수도 관이 오래되어서 깨졌나 보더라고."
만 나이,"이런 뜻이에요 생일을 기준으로 세는 나이.

만 나이로 나이를 세면, 태어난 후 첫 번째 생일이 되었을 때 1살이 돼요. 태어난 후부터 첫 번째 생일이 되기 전까지는 0살인 거예요.
이렇게 쓰여요
(👶 유아차를 끌고 가면서)
🧐 2023년 6월 28일부터 나이를 세는 방법이 만 나이로 바뀐대!
🤭 그럼 우리 아이는 태어나고 나서 아직 첫 번째 생일이 안 지났으니까 1살이 아니라 0살이겠네."
간헐,"이런 뜻이에요
어느 정도 시간 간격을 두고 어떤 일을 했다가 멈췄다가 함.

매일, 매번 일어나는 일이 아니라 가끔 일어나는 일을 말할 때 ‘간헐적’이라는 말을 사용해요.
이렇게 쓰여요
🥺 날씨가 더워졌는데 전기 요금이 걱정되어서 에어컨을 못 틀겠어.
😃 이런.. 너무 더울 때만 간헐적으로 에어컨을 틀어보면 어때?"
산견,"이런 뜻이에요
사람, 물건 등이 여기저기에 보임.

사람, 물건 등이 좁은 공간에 가득 모여 있지 않고, 넓은 공간에 어느 정도 떨어져 있는 모습을 말해요.
이렇게 쓰여요 ☺️ 거리에 산견 된 꽃들 좀 봐!
🤗 우와, 곧 봄이 오려나 보다!"
공실,"이런 뜻이에요
사용하지 않는 빈 공간.

비다, 없다를 뜻하는 ‘공空’과 집, 방을 뜻하는 ‘실室’을 합쳐서 만든 말이에요.
이렇게 쓰여요
🤔 제가 이 방을 사용해도 될까요?
🤗 네! 이 방은 지금 공실이라 사용하실 수 있어요."
사각지대,"이런 뜻이에요
눈길이 닿지 않는 곳.

너무 가까이에 있거나 무언가에 가려서 보이지 않는 곳을 뜻해요.

법, 복지 서비스 등의 관심, 도움을 받지 못하는 곳을 뜻하기도 해요.
이렇게 쓰여요
😢 오늘 버스를 타고 오는데 사고가 날 뻔했어. 오토바이가 버스 옆으로 너무 가까이 다가왔거든. 버스 기사님이 오토바이를 못 보셔서 오토바이와 부딪힐 뻔했지 뭐야.
😯 아무도 안 다쳤어? 놀랐겠다. 오토바이가 버스 기사님 사각지대에 있었나 봐.

법의 사각지대
안전 사각지대
복지 사각지대"
균일가,"이런 뜻이에요 여러 개의 제품에 매긴 똑같은 가격.
이렇게 쓰여요
(🛒 가게에서)
🤔 여기에 있는 제품은 왜 모두 만 원이지?
🤗 새로운 제품이 나와서 이벤트를 열었나 봐. 새로 나온 여러 종류의 제품을 모두 균일가로 싸게 팔고 있네."
